ID,qrCode,location,year,TP1PRCPT,TP2PRCPT,TP3PRCPT,TP4PRCPT,TP5PRCPT,TP6PRCPT,CECPH7,CLAY,ECEC,NITKJD,ORGC,PHAQ,SAND,SILT,TCEQ,TOTC,WG0006,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,block,row,range,plotNumber,genotype,plantingDate,totalStandCount,daysToAnthesis,GDDToAnthesis,yieldPerAcre,Red_mean_TP1,Red_median_TP1,Red_sum_TP1,Green_mean_TP1,Green_median_TP1,Green_sum_TP1,Blue_mean_TP1,Blue_median_TP1,Blue_sum_TP1,GLI_mean_TP1,NGRDI_mean_TP1,NDVI_mean_TP1,GNDVI_mean_TP1,SAVI_mean_TP1,NDRE_mean_TP1,RedEdge_mean_TP1,RedEdge_median_TP1,RedEdge_sum_TP1,DeepBlue_mean_TP1,DeepBlue_median_TP1,DeepBlue_sum_TP1,Nir_mean_TP1,Nir_median_TP1,Nir_sum_TP1,Red_mean_TP2,Red_median_TP2,Red_sum_TP2,Green_mean_TP2,Green_median_TP2,Green_sum_TP2,Blue_mean_TP2,Blue_median_TP2,Blue_sum_TP2,GLI_mean_TP2,NGRDI_mean_TP2,NDVI_mean_TP2,GNDVI_mean_TP2,SAVI_mean_TP2,NDRE_mean_TP2,RedEdge_mean_TP2,RedEdge_median_TP2,RedEdge_sum_TP2,DeepBlue_mean_TP2,DeepBlue_median_TP2,DeepBlue_sum_TP2,Nir_mean_TP2,Nir_median_TP2,Nir_sum_TP2,Red_mean_TP3,Red_median_TP3,Red_sum_TP3,Green_mean_TP3,Green_median_TP3,Green_sum_TP3,Blue_mean_TP3,Blue_median_TP3,Blue_sum_TP3,GLI_mean_TP3,NGRDI_mean_TP3,NDVI_mean_TP3,GNDVI_mean_TP3,SAVI_mean_TP3,NDRE_mean_TP3,RedEdge_mean_TP3,RedEdge_median_TP3,RedEdge_sum_TP3,DeepBlue_mean_TP3,DeepBlue_median_TP3,DeepBlue_sum_TP3,Nir_mean_TP3,Nir_median_TP3,Nir_sum_TP3,Red_mean_TP4,Red_median_TP4,Red_sum_TP4,Green_mean_TP4,Green_median_TP4,Green_sum_TP4,Blue_mean_TP4,Blue_median_TP4,Blue_sum_TP4,GLI_mean_TP4,NGRDI_mean_TP4,NDVI_mean_TP4,GNDVI_mean_TP4,SAVI_mean_TP4,NDRE_mean_TP4,RedEdge_mean_TP4,RedEdge_median_TP4,RedEdge_sum_TP4,DeepBlue_mean_TP4,DeepBlue_median_TP4,DeepBlue_sum_TP4,Nir_mean_TP4,Nir_median_TP4,Nir_sum_TP4,Red_mean_TP5,Red_median_TP5,Red_sum_TP5,Green_mean_TP5,Green_median_TP5,Green_sum_TP5,Blue_mean_TP5,Blue_median_TP5,Blue_sum_TP5,GLI_mean_TP5,NGRDI_mean_TP5,NDVI_mean_TP5,GNDVI_mean_TP5,SAVI_mean_TP5,NDRE_mean_TP5,RedEdge_mean_TP5,RedEdge_median_TP5,RedEdge_sum_TP5,DeepBlue_mean_TP5,DeepBlue_median_TP5,DeepBlue_sum_TP5,Nir_mean_TP5,Nir_median_TP5,Nir_sum_TP5,Red_mean_TP6,Red_median_TP6,Red_sum_TP6,Green_mean_TP6,Green_median_TP6,Green_sum_TP6,Blue_mean_TP6,Blue_median_TP6,Blue_sum_TP6,GLI_mean_TP6,NGRDI_mean_TP6,NDVI_mean_TP6,GNDVI_mean_TP6,SAVI_mean_TP6,NDRE_mean_TP6,RedEdge_mean_TP6,RedEdge_median_TP6,RedEdge_sum_TP6,DeepBlue_mean_TP6,DeepBlue_median_TP6,DeepBlue_sum_TP6,Nir_mean_TP6,Nir_median_TP6,Nir_sum_TP6
136,23-A-1746027,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,3,35,14,1746027,B7 X I159,5/19/2023,NA,NA,NA,NA,374.9342723,378,79861,635.4788732,638,135357,423.3098592,426,90165,0.233789502,-0.268468598,0.860868695,0.773305098,1.291181071,0.354318203,2360.478873,2363,502782,517.0704225,517,110136,4954.13615,4946,1055231,412.8826291,424,87944,590.0516432,611,125681,409.3239437,413,87186,0.203134196,-0.225787241,0.847654635,0.783276123,1.271351766,0.380153417,2124.408451,2202,452499,469.5023474,478,100004,4733.680751,4904,1008274,582.3521127,596,124041,734.5352113,749,156456,597.7887324,602,127329,0.112628464,-0.125936337,0.737689341,0.676441494,1.10640423,0.311986743,1986.464789,2029,423117,676.4460094,684,144083,3791.685446,3868,807629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,23-A-1746028,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,3,37,7,1746028,'IOWA I 205' X I159,5/19/2023,NA,NA,NA,NA,396.925,394.5,79385,628.095,627.5,125619,438.32,439,87664,0.206575595,-0.236020378,0.845426795,0.764298172,1.268014584,0.352103071,2246.13,2266.5,449226,531.14,530,106228,4691.05,4731.5,938210,395.425,410.5,79085,554.58,571,110916,395.17,409.5,79034,0.189408912,-0.212729976,0.830847578,0.764559127,1.246126108,0.369244051,1874.78,1905.5,374956,443.605,455,88721,4070.11,4140.5,814022,597.43,616.5,119486,722.32,737.5,144464,585.955,601,117191,0.102885377,-0.103363823,0.707408713,0.653488718,1.060978683,0.286847644,1901.92,1900.5,380384,665.455,672,133091,3435.22,3467,687044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,23-A-1746033,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,3,37,21,1746033,K64 X KYS,5/19/2023,NA,NA,NA,NA,408.955,419,81791,658.405,671,131681,442.935,450.5,88587,0.219712469,-0.244405866,0.84346219,0.757627532,1.265069799,0.344985164,2314.49,2320,462898,521.91,525.5,104382,4754.655,4766.5,950931,344.345,364.5,68869,532.28,571,106456,379.87,401,75974,0.234952956,-0.294313437,0.868273762,0.796667143,1.302269808,0.396016821,1958.82,2018.5,391764,434.91,458,86982,4533.93,4690.5,906786,547.15,582,109430,711.64,740.5,142328,584.865,604.5,116973,0.124863063,-0.164489464,0.769996643,0.702538349,1.154861186,0.338088721,1987.465,2038.5,397493,673.565,686.5,134713,4027.75,4114.5,805550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,23-A-1746034,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,3,37,12,1746034,K64 X 66,5/19/2023,NA,NA,NA,NA,431.135,428,86227,713.59,713,142718,465.37,466,93074,0.235889564,-0.261545331,0.844242242,0.752500614,1.266246254,0.333855826,2513.955,2533,502791,539.61,539.5,107922,5040.01,5092.5,1008002,375.78,402.5,75156,578.54,603,115708,395.86,423,79172,0.240785116,-0.287866853,0.859467131,0.783797766,1.289059946,0.377124989,2075.355,2174,415071,442.815,458.5,88563,4596.655,4810.5,919331,526.065,563.5,105213,699.215,731.5,139843,570.96,599.5,114192,0.131558428,-0.174182662,0.756384335,0.678310157,1.134429948,0.316819404,1873.77,1962,374754,666.88,677.5,133376,3629.745,3777,725949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,23-A-1746036,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,3,41,4,1746036,66 X CI 3A,5/19/2023,NA,NA,NA,NA,442.6406926,454,102250,763.3073593,781,176324,472.5930736,479,109169,0.260284822,-0.285466054,0.849728834,0.750821629,1.274480548,0.327952252,2692.948052,2727,622071,533.978355,538,123349,5322.367965,5420,1229467,380.9134199,399,87991,552.2380952,569,127567,381.0865801,392,88031,0.233922535,-0.276916149,0.84765759,0.775291936,1.271338332,0.376455039,1900.134199,1908,438931,443.7316017,459,102502,4197.21645,4216,969557,568.995671,595,131438,707.7662338,726,163494,579.974026,593,133974,0.112211063,-0.131192158,0.722714978,0.658804573,1.083929438,0.29344199,1857.056277,1892,428980,675.1774892,687,155966,3411.385281,3460,788030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,23-A-1746037,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,3,35,19,1746037,B7 X A344,5/19/2023,NA,NA,NA,NA,373.09,369.5,74618,601.745,603.5,120349,428.745,429,85749,0.205798958,-0.246104895,0.857256231,0.778105593,1.285759549,0.359958414,2263.205,2283.5,452641,518.325,518,103665,4812.04,4848.5,962408,409.105,430,81821,556.915,583.5,111383,395.53,409,79106,0.194161452,-0.214654126,0.834180818,0.774173242,1.251130385,0.37488363,1935.975,1990,387195,456.82,471,91364,4264.375,4392.5,852875,622.775,638,124555,763.26,778,152652,615.795,620.5,123159,0.108474078,-0.113206504,0.715600396,0.658353413,1.073272436,0.298345122,1988.34,2009.5,397668,685.32,694,137064,3682.945,3763,736589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,23-A-1746041,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,3,35,10,1746041,K64 X B7,5/19/2023,NA,NA,NA,NA,412.465,416,82493,680.5,689,136100,455.055,457.5,91011,0.229386037,-0.260974595,0.85010843,0.761967029,1.275043882,0.342609225,2453.555,2473,490711,539.15,541.5,107830,5015.93,5053.5,1003186,373.15,401,74630,544.9,563.5,108980,384.745,406,76949,0.223067913,-0.266727149,0.855306893,0.787542736,1.282818726,0.387095927,1957.295,2035,391459,435.14,441,87028,4434.96,4597,886992,549,548.5,109800,713.61,715.5,142722,591.515,589.5,118303,0.116748581,-0.146455616,0.749226003,0.680579179,1.123703026,0.317575393,1930.305,1939,386061,668.875,672,133775,3731.76,3744.5,746352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,23-A-1746042,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,3,33,11,1746042,66 X B7,5/19/2023,NA,NA,NA,NA,416.8142857,423,87531,703.8047619,715,147799,457.5761905,461.5,96091,0.245688762,-0.280497926,0.851556217,0.757415148,1.277215571,0.337815368,2501.252381,2527.5,525263,540.1571429,543.5,113433,5058.752381,5129,1062338,401.8857143,417.5,84396,553.0238095,570.5,116135,399.4809524,411.5,83891,0.188393831,-0.218831394,0.839634627,0.778509169,1.259309113,0.38864008,1882.419048,1908,395308,450.6571429,458.5,94638,4277.195238,4341.5,898211,564.8904762,567.5,118627,705.9190476,708.5,148243,587.4095238,590,123356,0.10625553,-0.124850723,0.74021774,0.681136088,1.110192582,0.332370662,1850.114286,1845,388524,681.2047619,685.5,143053,3696.22381,3710.5,776207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,23-A-1746044,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,3,31,11,1746044,OS426 X I159,5/19/2023,NA,NA,NA,NA,422.8714286,401,88803,656.8952381,652,137948,453.5333333,448,95242,0.213044402,-0.242865997,0.841173086,0.759946858,1.261636482,0.343271682,2332.833333,2339.5,489895,535.7238095,532,112502,4776.890476,4804.5,1003147,399.5380952,420,83903,559.4380952,581.5,117482,393.4095238,411,82616,0.202547842,-0.223882482,0.844446661,0.782496207,1.266534664,0.378347665,2019.119048,2050,424015,445.4952381,456.5,93554,4483.057143,4554,941442,615.052381,619,129161,727.2285714,733,152718,599.1095238,604,125813,0.09669021,-0.100878152,0.698631832,0.648455545,1.047813017,0.289259887,1866.428571,1866.5,391950,680.3809524,680,142880,3393.295238,3389,712592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,23-A-1746045,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,4,37,38,1746045,LH185 X LH145,5/19/2023,NA,NA,NA,NA,383.6629834,391,69443,604.5856354,613,109430,427.5911602,432,77394,0.204628464,-0.239429887,0.85250691,0.774989279,1.278634735,0.35705128,2249.839779,2249,407221,525.3480663,528,95088,4754.20442,4776,860511,337.519337,350,61091,509.8176796,530,92277,363.5414365,378,65801,0.216395539,-0.265069944,0.856542188,0.784252417,1.284663553,0.379762437,1849.801105,1874,334814,431,441,78011,4118.662983,4174,745478,675.7845304,654,122317,740.5027624,732,134031,603.8950276,588,109305,0.077594362,-0.057004581,0.643567985,0.611993248,0.965218311,0.251974722,1823.160221,1827,329992,675.6740331,666,122297,3061.828729,3059,554191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,23-A-1746048,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,4,31,24,1746048,LH198 X PHB47,5/19/2023,NA,NA,NA,NA,466.3217822,476,94197,692.2524752,699.5,139835,474.6732673,482.5,95884,0.201529565,-0.216549628,0.818562529,0.739860029,1.227721657,0.330030092,2322.945545,2320.5,469235,542.4356436,549,109572,4621.767327,4621,933597,405.7871287,405,81969,554.960396,557.5,112102,408.6039604,415,82538,0.178216335,-0.205475882,0.831078198,0.77036908,1.246477818,0.384343223,1870.376238,1885.5,377816,457.8514851,460.5,92486,4213.653465,4271,851158,629.9356436,615,127247,779.950495,777,157550,619.9851485,618.5,125237,0.11518696,-0.118737395,0.716049247,0.657659552,1.073950131,0.295219954,2051.40099,2040,414383,691.3762376,691.5,139658,3777.108911,3769,762976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,23-A-1746049,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,4,37,43,1746049,LH82 X W606S,5/19/2023,NA,NA,NA,NA,345.0828729,353,62460,555.5248619,573,100550,401.3977901,406,72653,0.207751616,-0.258477529,0.852765963,0.770000086,1.279007853,0.350137703,2042.98895,2062,369781,482.9005525,488,87405,4249.723757,4298,769200,300.5027624,307,54391,462.5027624,474,83713,340.5966851,348,61648,0.205434369,-0.267428986,0.861980551,0.789604793,1.292810641,0.397633809,1662.292818,1684,300875,410.7348066,418,74343,3860.348066,3942,698723,648.5635359,666,117390,755.6850829,763,136779,595.8508287,596,107849,0.100177966,-0.085689874,0.69474783,0.650049387,1.041994846,0.286071668,1968.314917,1992,356265,666.1436464,665,120572,3546.917127,3525,641992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,23-A-1746050,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,4,39,39,1746050,PHB47 X PHJ89,5/19/2023,NA,NA,NA,NA,413.973822,402,79069,650.8534031,639,124313,454.460733,450,86802,0.20664488,-0.237661695,0.8455788,0.765709035,1.268247363,0.35408358,2332.659686,2346,445538,537.0157068,534,102570,4896.973822,4945,935322,388.9790576,394,74295,561.6544503,573,107276,403.9947644,413,77163,0.189796861,-0.216799714,0.845935668,0.780713029,1.268770913,0.389737928,1976.895288,1989,377587,463.5287958,468,88534,4505.356021,4571,860523,661.8324607,666,126410,848.7591623,849,162113,640.3246073,636,122302,0.134994348,-0.13086762,0.722904238,0.655433159,1.084239496,0.288705571,2240.994764,2232,428030,701.617801,693,134009,4065.015707,4049,776418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,23-A-1746051,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,4,37,30,1746051,PHN46 X PHK56,5/19/2023,NA,NA,NA,NA,388.1601942,389,79961,592.1601942,600.5,121985,431.6941748,431,88929,0.190739071,-0.227028675,0.835627523,0.756556572,1.253304075,0.347245847,2053.970874,2071.5,423118,505.1601942,507,104063,4243.902913,4299.5,874244,353.0436893,359.5,72727,496.9417476,501,102370,367.2184466,376,75647,0.184720573,-0.220894414,0.840212532,0.775687269,1.260162092,0.394073711,1666.907767,1661,343383,439.6407767,444,90566,3836.708738,3845.5,790362,537.2718447,542,110678,701.0485437,705,144416,587.2135922,587,120966,0.113305961,-0.142136879,0.758779714,0.693430478,1.13803757,0.335412313,1919.592233,1929.5,395436,677.1796117,675,139499,3859.854369,3884.5,795130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,23-A-1746052,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,4,33,32,1746052,PHN46 X W606S,5/19/2023,NA,NA,NA,NA,347.525,356.5,69505,564.12,571,112824,399.78,406.5,79956,0.214320091,-0.262246544,0.854057995,0.770212687,1.280948068,0.360674719,2028.285,2026,405657,475.5,482,95100,4321.125,4303,864225,314.615,323.5,62923,474.47,481.5,94894,338.015,341.5,67603,0.20134864,-0.23650885,0.863481341,0.796880616,1.295072517,0.40643386,1743.2,1753.5,348640,416.765,419,83353,4131.31,4202,826262,502.88,519,100576,671.655,686,134331,557.625,564,111525,0.121631814,-0.156071688,0.774844779,0.706994968,1.162132337,0.340316923,1917.075,1944,383415,647.65,651,129530,3898.075,3981.5,779615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,23-A-1746055,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,4,31,35,1746055,B73 X PHZ51,5/19/2023,NA,NA,NA,NA,392.4401914,388,82020,610.4976077,613,127594,438.6028708,442,91668,0.198819493,-0.235387581,0.844768305,0.766283906,1.267024097,0.351316191,2204.4689,2222,460734,518.9090909,516,108452,4600.191388,4634,961440,356.6889952,355,74548,521.3732057,522,108967,380.8277512,370,79593,0.192425238,-0.232580289,0.852908024,0.78696542,1.279219757,0.389972601,1879.62201,1881,392841,447.9090909,444,93613,4287.397129,4328,896066,607.9521531,603,127062,764.5980861,766,159801,620.3827751,618,129660,0.113954601,-0.126901987,0.730248626,0.669272452,1.095247494,0.308383189,2035.301435,2069,425378,680.4593301,678,142216,3857.875598,3959,806296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,23-A-1746057,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Medium,150,2325,17.5,4,41,32,1746057,LH145 X LH162,5/19/2023,NA,NA,NA,NA,383.0666667,403,80444,628.3285714,640.5,131949,440.852381,454,92579,0.217140371,-0.261642554,0.840595131,0.747743453,1.260756729,0.328875612,2187.890476,2224,459457,515.5285714,527.5,108261,4338.842857,4416.5,911157,400.5904762,419.5,84124,556.3666667,573,116837,401.4333333,411,84301,0.183721004,-0.208191903,0.822013807,0.755208499,1.232871684,0.357705952,1850.895238,1880,388688,451.8761905,452.5,94894,3909.109524,3995.5,820913,685.9809524,711,144056,710.5809524,719,149222,596.1952381,603,125201,0.055729673,-0.028849316,0.59696594,0.582153353,0.895312442,0.252476813,1598.704762,1594.5,335728,675.2333333,682.5,141799,2688.257143,2660,564534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
